Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01 00:00:00,87.05,147.87,39.66,26.10,65.73,NA,NA,0.57,9.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 00:15:00,90.46,149.16,28.58,28.41,57.00,NA,NA,0.65,10.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 00:30:00,88.24,146.03,51.27,31.55,82.72,NA,NA,0.70,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 00:45:00,81.50,140.65,40.93,29.32,70.39,NA,NA,0.59,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 01:00:00,85.73,142.91,33.27,24.74,57.96,NA,NA,0.53,10.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 01:15:00,93.57,146.65,44.70,25.75,70.48,NA,NA,0.56,10.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 01:30:00,95.71,141.01,22.24,25.44,47.74,NA,NA,0.65,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 01:45:00,85.91,125.50,64.42,22.08,86.19,NA,NA,0.54,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 02:00:00,75.50,118.96,60.94,27.55,88.68,NA,NA,0.54,10.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 02:15:00,67.78,112.50,61.32,25.83,86.98,NA,NA,0.54,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 02:30:00,61.02,96.15,90.06,25.17,115.13,NA,NA,0.64,9.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 02:45:00,53.93,90.70,87.38,23.93,111.48,NA,NA,0.50,8.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 03:00:00,49.72,98.91,73.72,28.93,102.65,NA,NA,0.47,9.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 03:15:00,56.39,106.08,72.88,30.58,103.35,NA,NA,0.72,9.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 03:30:00,54.59,96.39,62.55,27.46,90.26,NA,NA,0.54,9.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 03:45:00,60.59,89.38,47.50,24.95,72.35,NA,NA,0.46,9.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 04:00:00,58.40,91.34,72.10,27.70,99.75,NA,NA,0.62,9.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 04:15:00,65.21,91.93,64.62,31.12,95.85,NA,NA,0.55,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 04:30:00,73.36,98.20,38.50,30.69,69.29,NA,NA,0.51,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 04:45:00,84.84,94.91,32.19,31.73,63.78,NA,NA,0.59,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 05:00:00,86.75,92.86,44.17,31.32,75.52,NA,NA,0.76,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 05:15:00,83.56,95.40,32.05,30.28,62.42,NA,NA,0.44,10.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 05:30:00,75.01,92.37,44.79,27.89,72.64,NA,NA,0.39,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 05:45:00,81.19,104.65,32.59,24.83,57.51,NA,NA,0.50,10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 06:00:00,91.52,111.14,45.23,27.71,72.69,NA,NA,0.53,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 06:15:00,95.20,116.56,48.02,26.58,74.81,NA,NA,0.65,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 06:30:00,88.56,114.02,65.86,24.62,90.34,NA,NA,0.55,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 06:45:00,88.40,115.16,64.55,25.03,89.48,NA,NA,0.52,9.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 07:00:00,86.56,105.55,59.84,29.44,89.30,NA,NA,0.67,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 07:15:00,85.97,99.79,77.48,28.78,106.30,NA,NA,0.65,9.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 07:30:00,80.38,97.98,103.69,33.42,136.97,NA,NA,0.75,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 07:45:00,79.23,104.76,53.41,38.31,91.92,NA,NA,0.53,11.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 08:00:00,78.51,101.85,54.87,29.76,84.62,NA,NA,0.61,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 08:15:00,80.24,105.29,43.00,34.29,77.30,NA,NA,0.70,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 08:30:00,73.75,95.56,49.15,36.03,85.27,NA,NA,0.56,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 08:45:00,61.65,84.06,19.94,32.82,52.86,NA,NA,0.51,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 09:00:00,52.70,69.56,37.32,35.16,71.86,NA,NA,0.53,14.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 09:15:00,57.38,87.58,58.71,38.15,97.00,NA,NA,0.57,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 09:30:00,70.90,104.51,27.42,32.50,60.20,NA,NA,0.46,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 09:45:00,75.60,123.08,39.42,37.52,76.91,NA,NA,0.59,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 10:00:00,81.34,128.26,24.18,31.14,55.29,NA,NA,0.56,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 10:15:00,82.57,123.53,17.32,28.62,45.96,NA,NA,0.58,18.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 10:30:00,81.41,114.71,35.02,32.32,67.44,NA,NA,0.48,15.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 10:45:00,74.91,107.07,22.95,29.07,52.04,NA,NA,0.36,17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 11:00:00,73.15,103.49,14.63,27.80,42.44,NA,NA,0.50,20.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2023-01-01 11:15:00,74.05,103.19,18.69,22.85,41.31,NA,NA,0.39,23.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
