Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2018-01-01 00:00:00,346.60,577.67,22.72,17.72,0.00,NA,NA,1.12,32.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2018-01-01 00:15:00,303.40,505.66,23.08,18.08,0.00,NA,NA,1.15,30.97,NA,NA,NA,NA,NA,NA,4.17,61.00,NA,NA,NA,0.00,1.33,NA,NA
2018-01-01 00:30:00,262.28,437.13,23.09,18.09,0.00,NA,NA,1.15,30.92,NA,NA,NA,NA,NA,NA,3.05,46.00,NA,NA,NA,0.00,1.00,NA,NA
2018-01-01 00:45:00,219.02,365.03,22.85,17.85,0.00,NA,NA,1.13,31.93,NA,NA,NA,NA,NA,NA,3.93,61.00,NA,NA,NA,0.00,1.33,NA,NA
2018-01-01 01:00:00,186.98,311.64,22.42,17.42,0.00,NA,NA,1.09,33.85,NA,NA,NA,NA,NA,NA,2.75,45.50,NA,NA,NA,0.00,3.50,NA,NA
2018-01-01 01:15:00,161.99,269.98,22.51,17.51,0.00,NA,NA,1.10,33.33,NA,NA,NA,NA,NA,NA,3.50,60.67,NA,NA,NA,0.00,230.33,NA,NA
2018-01-01 01:30:00,149.63,249.39,22.26,17.26,0.00,NA,NA,1.08,34.48,NA,NA,NA,NA,NA,NA,2.60,46.00,NA,NA,NA,0.00,NA,NA,NA
2018-01-01 01:45:00,143.10,238.51,22.58,17.58,0.00,NA,NA,1.11,33.01,NA,NA,NA,NA,NA,NA,3.90,62.00,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 02:00:00,144.08,240.13,22.71,17.71,0.00,NA,NA,1.12,32.53,NA,NA,NA,NA,NA,NA,3.05,46.50,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 02:15:00,162.57,270.96,23.94,18.94,0.00,NA,NA,1.22,27.98,NA,NA,NA,NA,NA,NA,4.03,62.00,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 02:30:00,212.41,354.02,23.67,18.67,0.00,NA,NA,1.19,28.84,NA,NA,NA,NA,NA,NA,3.10,46.50,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 02:45:00,266.29,443.82,23.23,18.23,0.00,NA,NA,1.16,30.42,NA,NA,NA,NA,NA,NA,4.27,62.00,NA,NA,NA,0.00,NA,NA,NA
2018-01-01 03:00:00,310.12,516.87,22.70,17.70,0.00,NA,NA,1.12,32.50,NA,NA,NA,NA,1.20,NA,3.30,46.50,NA,132.00,NA,0.00,NA,NA,NA
2018-01-01 03:15:00,343.45,572.42,22.43,17.43,0.00,NA,NA,1.09,33.69,NA,NA,NA,NA,NA,NA,4.57,62.00,NA,NA,NA,0.00,NA,NA,NA
2018-01-01 03:30:00,368.43,614.04,22.21,17.21,0.00,NA,NA,1.08,34.70,NA,NA,NA,NA,NA,NA,3.65,46.50,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 03:45:00,387.49,645.82,22.13,17.13,0.00,NA,NA,1.07,35.07,NA,NA,NA,NA,NA,NA,5.27,62.67,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 04:00:00,400.88,668.13,22.15,17.15,0.00,NA,NA,1.07,35.00,NA,NA,NA,NA,NA,NA,4.20,46.50,NA,NA,NA,0.00,NA,NA,NA
2018-01-01 04:15:00,408.65,681.09,22.29,17.29,0.00,NA,NA,1.08,34.31,NA,NA,NA,NA,NA,NA,6.00,62.00,NA,NA,NA,0.00,0.00,NA,NA
2018-01-01 04:30:00,406.31,677.18,22.50,17.50,0.00,NA,NA,1.10,33.35,NA,NA,NA,NA,NA,NA,4.80,46.50,NA,NA,NA,0.00,NA,NA,NA
