Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,294.00,481.33,119.23,30.55,149.72,NA,NA,7.08,17.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 00:15:00,303.36,555.50,130.54,31.22,162.07,NA,NA,7.77,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 00:30:00,343.39,644.46,155.93,36.42,192.23,NA,NA,8.56,17.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 00:45:00,389.62,688.43,141.15,33.08,174.15,NA,NA,8.38,17.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:00:00,428.06,707.63,128.62,30.37,159.02,NA,NA,8.45,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:15:00,432.21,708.06,145.87,33.07,179.01,NA,NA,8.20,16.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:30:00,419.23,693.21,132.46,31.02,163.36,NA,NA,7.64,16.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:45:00,390.30,656.49,124.81,29.13,153.87,NA,NA,7.16,16.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:00:00,369.68,637.89,112.79,26.04,138.90,NA,NA,6.70,16.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:15:00,356.77,625.94,147.75,31.65,179.47,NA,NA,8.04,16.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:30:00,357.11,622.81,158.64,33.71,192.45,NA,NA,8.73,16.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:45:00,368.84,617.19,143.67,31.08,174.59,NA,NA,8.14,16.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 03:00:00,402.93,608.24,135.15,28.64,163.77,NA,NA,8.19,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 03:15:00,420.95,591.58,132.51,27.11,159.74,NA,NA,7.91,16.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 03:30:00,416.98,585.32,137.44,27.86,165.25,NA,NA,8.66,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 03:45:00,403.07,621.93,152.55,29.72,182.32,NA,NA,9.29,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 04:00:00,394.45,655.67,156.75,31.39,188.14,NA,NA,9.48,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 04:15:00,384.50,649.83,172.35,34.63,207.07,NA,NA,6.48,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 04:30:00,383.15,641.85,161.88,32.93,194.72,NA,NA,7.64,17.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 04:45:00,406.82,635.19,150.70,31.29,181.94,NA,NA,8.74,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 05:00:00,424.19,648.25,146.47,30.13,176.53,NA,NA,8.30,16.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 05:15:00,436.58,660.06,127.91,26.84,154.58,NA,NA,7.61,16.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 05:30:00,421.81,651.59,80.74,17.94,98.53,NA,NA,5.86,16.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 05:45:00,393.99,600.04,88.54,18.03,106.91,NA,NA,6.39,17.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 06:00:00,363.16,559.99,147.12,29.35,176.56,NA,NA,6.76,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 06:15:00,354.42,539.56,155.60,30.80,186.51,NA,NA,7.45,17.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 06:30:00,344.88,535.68,165.13,33.10,198.11,NA,NA,0.01,17.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 06:45:00,345.68,569.13,134.24,27.75,161.99,NA,NA,5.13,17.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 07:00:00,352.01,618.11,146.43,30.14,176.61,NA,NA,1.31,17.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 07:15:00,383.36,661.94,176.97,35.41,212.58,NA,NA,0.01,17.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 07:30:00,424.65,676.44,184.62,37.39,222.05,NA,NA,0.01,17.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 07:45:00,444.79,715.01,193.42,39.72,233.18,NA,NA,0.02,18.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 08:00:00,457.37,753.53,196.77,41.33,238.03,NA,NA,0.02,18.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 08:15:00,469.84,818.81,192.80,41.87,234.60,NA,NA,0.02,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 08:30:00,486.15,862.98,161.66,37.67,199.14,NA,NA,0.02,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 08:45:00,491.90,857.85,105.79,30.38,135.71,NA,NA,4.65,17.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
