Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,478.88,619.93,220.29,127.65,347.93,NA,NA,1.34,13.84,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 00:15:00,471.41,620.38,228.46,131.50,359.90,NA,NA,0.01,13.97,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 00:30:00,467.03,622.26,219.81,126.24,346.12,NA,NA,0.01,12.66,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 00:45:00,460.13,632.32,223.63,128.23,351.84,NA,NA,0.01,13.32,0.44,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:00:00,459.66,647.02,220.91,126.32,347.27,NA,NA,0.01,14.18,0.74,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:15:00,461.92,654.56,229.13,126.26,355.29,NA,NA,0.01,13.50,0.44,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:30:00,477.06,643.42,258.42,135.46,393.69,NA,NA,0.01,12.54,0.75,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 01:45:00,502.60,642.02,265.78,137.76,403.64,NA,NA,0.01,14.27,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:00:00,526.81,661.82,264.40,137.65,401.91,NA,NA,0.01,12.55,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:15:00,542.13,702.83,274.45,131.91,406.36,NA,NA,0.01,13.88,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:30:00,551.62,751.46,275.42,131.60,406.99,NA,NA,0.01,15.17,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 02:45:00,565.23,783.73,281.50,134.11,415.58,NA,NA,0.01,15.71,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
