Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,142.87,273.23,11.47,36.54,48.00,NA,NA,0.00,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 00:15:00,131.56,246.72,22.04,38.21,60.21,NA,NA,0.00,20.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 00:30:00,142.96,241.60,24.18,30.23,54.36,NA,NA,0.00,20.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 00:45:00,171.10,256.00,26.38,29.75,56.18,NA,NA,0.00,20.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 01:00:00,193.22,282.55,17.11,28.73,45.86,NA,NA,0.00,20.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 01:15:00,195.63,293.19,12.54,28.86,41.44,NA,NA,0.00,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 01:30:00,186.19,286.51,9.57,31.26,40.83,NA,NA,0.00,19.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 01:45:00,176.76,271.22,10.38,34.15,44.50,NA,NA,0.00,19.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 02:00:00,170.25,274.32,18.53,35.56,54.04,NA,NA,0.00,19.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 02:15:00,170.61,282.82,28.21,32.14,60.32,NA,NA,0.00,19.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 02:30:00,170.22,295.50,24.98,30.65,55.66,NA,NA,0.00,19.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 02:45:00,162.76,296.00,22.41,29.59,51.99,NA,NA,0.00,19.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 03:00:00,164.15,283.65,29.76,27.47,57.18,NA,NA,0.00,19.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 03:15:00,166.85,272.34,28.16,29.34,57.53,NA,NA,0.00,19.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 03:30:00,159.72,270.64,32.82,26.37,59.13,NA,NA,0.00,19.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 03:45:00,149.50,271.20,30.83,27.89,58.82,NA,NA,0.00,19.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
