Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,300.18,761.70,169.95,87.08,257.02,NA,NA,4.34,43.20,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 00:15:00,305.70,786.39,169.16,87.64,256.82,NA,NA,4.40,44.09,0.08,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 00:30:00,315.35,837.15,168.03,87.34,255.35,NA,NA,4.44,43.51,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 00:45:00,329.99,870.34,171.73,87.91,259.62,NA,NA,4.48,43.60,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:00:00,365.47,858.31,176.30,88.87,265.15,NA,NA,4.53,44.38,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:15:00,405.85,829.40,180.87,90.75,271.59,NA,NA,4.58,42.26,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:30:00,419.54,819.59,185.84,92.34,278.15,NA,NA,4.58,43.31,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:45:00,410.48,818.10,191.62,94.00,285.60,NA,NA,4.60,45.05,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 02:00:00,407.02,853.09,195.34,95.35,290.67,NA,NA,4.64,43.42,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 02:15:00,415.20,894.49,196.42,94.61,291.04,NA,NA,4.65,41.66,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
