Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,314.13,569.14,212.34,102.92,315.29,NA,NA,0.29,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 00:15:00,321.34,570.79,222.41,105.49,327.90,NA,NA,0.30,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 00:30:00,328.62,596.78,155.88,95.36,250.61,NA,NA,0.36,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 00:45:00,320.13,597.11,154.20,92.21,246.75,NA,NA,0.29,4.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:00:00,306.26,561.70,192.80,96.76,289.75,NA,NA,0.36,7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:15:00,301.18,548.65,196.78,95.88,292.64,NA,NA,0.36,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:30:00,319.26,552.42,206.45,98.39,305.04,NA,NA,0.39,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 01:45:00,360.95,572.47,199.63,95.74,295.24,NA,NA,0.39,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 02:00:00,396.26,602.23,212.47,97.27,309.86,NA,NA,0.31,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 02:15:00,402.71,630.94,197.86,95.39,292.96,NA,NA,0.35,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-01-01 02:30:00,405.18,656.50,166.63,92.14,258.69,NA,NA,0.32,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
